MRA_term,Modified_term,State
Hypersensitivity vasculitis,hypfesenstiivity avscclitis,NO return
Hypertensive cardiomegaly,yhpetrensive cardiomaely,NO return
Hyperthyroidism,hyperthryidims,NO return
Hyperthyroidism,hyperthmyroidjs,NO return
Hyperthyroidism,ahyperthyrondijm,NO return
Hyperthyroidism,hbyperthyroiidosm,NO return
Hyperthyroidism,yhpprthyoridism,NO return
Hypertriglyceridaemia,hypetrigjceirdaemia,NO return
Hypertriglyceridaemia,hpyerrigylceridameia,NO return
Hypertriglyceridaemia,hypeorrigyceridaezmia,NO return
Hypertriglyceridaemia,hpyertiiglyceridaebmiia,NO return
Hypertriglyceridaemia,hzpetrglyceriudaemia,NO return
Hypertrophic osteoarthropathy,hypertropchi ostewarthrokuathy,NO return
Hypertrophic osteoarthropathy,hyertrophci ostoarthrposathy,NO return
Hypertrophic osteoarthropathy,hypirtroehic stolarthropathy,NO return
Hypertrophic osteoarthropathy,hypeetropjic osmeoajthropatyh,NO return
Hypertrophic osteoarthropathy,hypertrophcl qosteoarthroptah,NO return
Hypertrophy,hypertrhoy,NO return
Hyperventilation,hyperveynttilationd,NO return
Hyperventilation,hnapertventilation,NO return
Hyperventilation,fhyperventation,NO return
Hyperventilation,yhpevrentilatson,NO return
Hyperventilation,mhypervetnilatino,NO return
Hypervitaminosis,ohyeprvitamniosis,NO return
Hypervitaminosis,hpervitamioiis,NO return
Hypervitaminosis,mhymervitaminisis,NO return
Hypervitaminosis,hgpevrimaminosis,NO return
Hypervitaminosis,hypervitwamnoasis,NO return
Hypervitaminosis A,wypervzitainosis a,NO return
Hypervitaminosis A,hypelktaminosis a,NO return
Hypervitaminosis A,hprqvitaminosis a,NO return
Hypervitaminosis A,yhspeovitaminosis a,NO return
Hypervitaminosis A,yervitaminossi a,NO return
Hypervitaminosis D,hypdervtbaminosis d,NO return
Hypervitaminosis D,hypeevatamnosis d,NO return
Hypervitaminosis D,hyeprvitminogis d,NO return
Hypervitaminosis D,hypqervtaminossi d,NO return
Hypervitaminosis D,hypveitasminosis d,NO return
Hypoalbuminaemia,hypaolbmcnaemia,NO return
Hypoalbuminaemia,hyoajebuminaemia,NO return
Hypoalbuminaemia,sqpoaluminaemia,NO return
Hypoalbuminaemia,hypoaebuminteima,NO return
Hypoalbuminaemia,hyplalbsminemia,NO return
Hypoaldosteronism,ypoaildoseronism,NO return
Hypoaldosteronism,hupopaldoteronism,NO return
Hypoaldosteronism,hypoalodteronis,NO return
Hypoaldosteronism,hypoladosteonvism,NO return
Hypoaldosteronism,yhopaldosteronisms,NO return
Hypocholesterolaemia,hyocholesteolaeima,NO return
Hypocholesterolaemia,hkypcoholesterolaedia,NO return
Hypocholesterolaemia,hypcholestoerolaesmia,NO return
Hypocholesterolaemia,hyptocholksteroaemia,NO return
Hypocholesterolaemia,yhpocholejterolaeia,NO return
Hypochondroplasia,hypcoohndroplatia,NO return
Hypochondroplasia,hypochondsroplawsin,NO return
Hypochondroplasia,hywohnodroplasia,NO return
Hypochondroplasia,htpoohndroplasia,NO return
Hypochondroplasia,hypochondrlopsaia,NO return
Hypocomplementaemia,ybpocompleentaemia,NO return
Hypocomplementaemia,hypocomopleemntemia,NO return
Hypocomplementaemia,cypocomlementaegia,NO return
Hypocomplementaemia,hypoocmplementaezdia,NO return
Hypocomplementaemia,yhpgcmplementaemia,NO return
Hypogammaglobulinaemia,hypoammkgloublinameia,NO return
Hypogammaglobulinaemia,hpyognammaglowbulinaemai,NO return
Hypogammaglobulinaemia,hyjogamemqglobulinameia,NO return
Hypogammaglobulinaemia,hypoammagloluilaemia,NO return
Hypogammaglobulinaemia,hypogammlgoulinemia,NO return
Hypoglycaemia unawareness,yhpoglyacemia njuawareness,NO return
Hypoinsulinaemia postoperative,hyponisulilneamia pvotoperative,NO return
Hypoinsulinaemia postoperative,hyeosnsluinaemia uosoperative,NO return
Hypoinsulinaemia postoperative,hypoinsulinamain postpoeratvie,NO return
Hypoinsulinaemia postoperative,hygpoinsfuliwaemia postwjperative,NO return
Hypoinsulinaemia postoperative,hypoinsulitnami posotperagive,NO return
Hypomagnesaemia,hypoamgmesaemai,NO return
Hypomagnesaemia,hypomagnneaeuia,NO return
Hypomagnesaemia,hypokaguesiaemia,NO return
Hypomagnesaemia,hypotangelsaemia,NO return
Hypomagnesaemia,hypoamgnesaemhial,NO return
Hypomania,hypomaan,NO return
Hypoparathyroidism,hpoparathcroidis,NO return
Hypoparathyroidism,hydpoparyathlyroidism,NO return
Hypoparathyroidism,hdpoparatthyroiadism,NO return
Hypoparathyroidism,hypoparahkroidis,NO return
Hypoparathyroidism,hypoparmaethuroidism,NO return
Hypopharyngeal cancer,hypopharyenal cancar,NO return
Hypophosphataemia,yhpoprhospataemia,NO return
Hypophosphataemia,hyopphosphataeuma,NO return
Hypophosphataemia,hypophofsshqtaemia,NO return
Hypophosphataemia,hhhqpophosphataemia,NO return
Hypophosphataemia,hypopoksphataemsia,NO return
Hypopigmentation of eyelid,hypopimgetndation of eyeldi,NO return
Hypopigmentation of eyelid,ypopigemntaaion of eeylid,NO return
Hypopigmentation of eyelid,hyoppimentatioy of meyelid,NO return
Hypopigmentation of eyelid,hypopigmhebtatino of yeelid,NO return
Hypopigmentation of eyelid,yhpopigmetjtion of eyeli,NO return
Hypopituitarism,yhpopituitrims,NO return
Hypopituitarism,hyopititarisbm,NO return
Hypopituitarism,hpyotituitariwm,NO return
Hypopituitarism,hylpoptiqitarism,NO return
Hypopituitarism,hypopittptarsm,NO return
Hypopituitarism foetal,hypodkituitarikm fhetal,NO return
Hypopituitarism foetal,hypopiuitrasim oetal,NO return
Hypopituitarism foetal,hypokriluitarism ofetal,NO return
Hypopituitarism foetal,hypopieuituarims fojetal,NO return
Hypopituitarism foetal,hypcpituiparis foetla,NO return
Hypoprolactinaemia,hyroprolatineemia,NO return
Hypoprolactinaemia,hypoprolcatniaeaia,NO return
Hypoprolactinaemia,ypoprolactindaemfia,NO return
Hypoprolactinaemia,hypoproalctinaerai,NO return
Hypoprolactinaemia,hypoporolcatinaeima,NO return
Hypoproteinaemia,yhpporoteinaelmia,NO return
Hypoproteinaemia,yoproteinemia,NO return
Hypoproteinaemia,yhpoprbteinaemi,NO return
Hypoproteinaemia,hypoprotinaepmai,NO return
Hypoproteinaemia,hphploteinaemia,NO return
Hypoprothrombinaemia,hyorpohrombinaemia,NO return
Hypoprothrombinaemia,hyeopfrothrombniaemia,NO return
Hypoprothrombinaemia,hypoprothrmcbinaemi,NO return
Hypoprothrombinaemia,ypoptrothombinaemia,NO return
Hypoprothrombinaemia,hypoprthromibxaemia,NO return
Hypotonic-hyporesponsive episode,hyphoktonic yshporesponsive episrde,NO return
Hypotriglyceridaemia,hyootrbgzyceridaemia,NO return
Hypotriglyceridaemia,hyptrpiglyceriaemia,NO return
Hypotriglyceridaemia,hpotrilgyceriaemia,NO return
Hypotriglyceridaemia,hpotriglycridsemia,NO return
Hypotriglyceridaemia,moptriglyceridaemia,NO return
Hypoventilation,hypsoevnttilation,NO return
Hypoventilation,ehpovenxilation,NO return
Hypoventilation,hpyovenilaiton,NO return
Hypoventilation,yhtpovenitlation,NO return
Hypoventilation,hpkypovenvtilation,NO return
Hypoventilation neonatal,hypovntiltio nenoatal,NO return
Hypoventilation neonatal,hoypventlation neoatal,NO return
Hypoventilation neonatal,hypventilmion neonatajl,NO return
Hypoventilation neonatal,hypvoentiatigon neonfatal,NO return
Hypoventilation neonatal,hypovenlatinn neonataln,NO return
Hypovitaminosis,hyvoitaminois,NO return
Hypovitaminosis,hypmjitaminoiis,NO return
Hypovitaminosis,hypovitsadminesis,NO return
Hypovitaminosis,htpovitaminsoi,NO return
Hypovitaminosis,qypovitamikoqsis,NO return
Hysterosalpingogram,hytsrosalvpingogram,NO return
Hysterosalpingogram,ysterosaplingogramk,NO return
Hysterosalpingogram,hsytcerosalpingograu,NO return
Hysterosalpingogram,hystrosalpingogrcma,NO return
Hysterosalpingogram,yshterosalpinogram,NO return
Hysterosalpingogram abnormal,hyserosnpingogram abnoermal,NO return
Hysterosalpingogram abnormal,hysesosalpingogrm abyormal,NO return
Hysterosalpingogram abnormal,hysteosalpngxogram habnormal,NO return
Hysterosalpingogram abnormal,hysterosalpingoidgm abnhrmal,NO return
Hysterosalpingogram abnormal,qhysterosapingogrfam abntrmal,NO return
Hysterosalpingogram normal,hysteorasppingogram norymal,NO return
Hysterosalpingogram normal,hysderosalpinggam xnormal,NO return
Hysterosalpingogram normal,hilysterosalpinogram onrmal,NO return
Hysterosalpingogram normal,hystecrosqlpilgogram nomal,NO return
Hysterosalpingogram normal,hstwrosrlpingogram noral,NO return
Idiopathic urticaria,idiopaitc utricawia,NO return
Immunodeficiency common variable,wimmunodficienyc commoin varable,NO return
Immunodeficiency common variable,immunoedfiicencd commen variablw,NO return
Immunodeficiency common variable,xmmuncdoeficiency commpn varaible,NO return
Immunodeficiency common variable,wmvmunodeficiezncy combmon variale,NO return
Immunodeficiency common variable,imzunodqbiciency cofmmon variabled,NO return
Immunodeficiency congenital,immugnodeoficiedncy hogenital,NO return
Immunodeficiency congenital,immunodeciecny ceongeniatl,NO return
Immunodeficiency congenital,immunodeicfcirency confenitax,NO return
Immunodeficiency congenital,immuenodcfciiency acongeniotal,NO return
Immunodeficiency congenital,immnaaodeficiency congenintawl,NO return
Immunoelectrophoresis,immunwewewcrophoresis,NO return
Immunoelectrophoresis,immtnzoelectroporseis,NO return
Immunoelectrophoresis,immunoelcutqophoresois,NO return
Immunoelectrophoresis,immunoelectrotphsrshs,NO return
Immunoelectrophoresis,immunoelectorphversiz,NO return
Immunoglobulins,immuongrlbulins,NO return
Immunoglobulins,immunoaslbulins,NO return
Immunoglobulins,immunolgoduoins,NO return
Immunoglobulins,mmnoglobulxns,NO return
Immunoglobulins,immunovglobugns,NO return
Immunoglobulins abnormal,idmulnoglboulins abnormgal,NO return
Immunoglobulins abnormal,pmrmunoglobuilns ajbnormal,NO return
Immunoglobulins abnormal,immuqotgloulins abnormdal,NO return
Immunoglobulins abnormal,immunogoluilns abormal,NO return
Immunoglobulins abnormal,immunoglokbwilns abnoral,NO return
Immunoglobulins decreased,mimnogrlobulins edcfreased,NO return
Immunoglobulins decreased,imunoglboulnis dcreaseh,NO return
Immunoglobulins decreased,timmunoglobins decdeaed,NO return
Immunoglobulins decreased,immunoglouybins deareasdd,NO return
Immunoglobulins decreased,mimuonglohulins zecrqased,NO return
Immunoglobulins increased,imuniglobulisn incbreaseh,NO return
Immunoglobulins increased,idmfunogloulins iacreasev,NO return
Immunoglobulins increased,immuonglobuisn inrceasd,NO return
Immunoglobulins increased,immyxunoglbulins fincnreased,NO return
Immunoglobulins increased,immeunoglobluinx pncreasd,NO return
Immunoglobulins normal,ifmmunoglobulvidns nsrmal,NO return
Immunoglobulins normal,imunoglolulisn norma,NO return
Immunoglobulins normal,imumnoxloulins znormal,NO return
Immunoglobulins normal,imdunoglozulrns nromal,NO return
Immunoglobulins normal,immunglobulicsn niormal,NO return
Inadequate analgesia,iadequxte analgeas,NO return
Increased insulin requirement,inroceased isnulin reqluiremetn,NO return
Increased steroid activity,incresyaed steroi activtiy,NO return
Infection in an immunocompromised host,tnection in an immuunocmpromied hxost,NO return
Infection in an immunocompromised host,pnfectin in an immunocopoimsed hosu,NO return
Infection in an immunocompromised host,infceiton in an immunqcotproised zost,NO return
Infection in an immunocompromised host,inyfction in an immunoomproiscd hosa,NO return
Infection in an immunocompromised host,infecino in an imeunoocmproised mhost,NO return
Inflammatory carcinoma of breast recurrent,ifdlammatory carcimna of braest wecurent,NO return
Injection site extravasation,incjtion iste extrvasntion,NO return
Injection site hypersensitivity,anjecoion sitv hyperenslitipity,NO return
Injection site hypersensitivity,injeicon sibe hpyersenstiivicty,NO return
Injection site hypersensitivity,imnjecion ste hypersentiviti,NO return
Injection site hypersensitivity,injeiton siet hfyparsesitivity,NO return
Injection site hypersensitivity,injetino sqite hypersezituivity,NO return
Inspiratory capacity decreased,inisratory hapacity ecreasbed,NO return
Insulin C-peptide increased,inslin c pepide incesrased,NO return
Insulin tolerance test normal,injsulin tolernwace tjest normahl,NO return
Intentional self-injury,intentiaol spelf inury,NO return
Intercapillary glomerulosclerosis,interbcapilary glomeprulosclrsois,NO return
Intercapillary glomerulosclerosis,intercaplilarl glomerzloslreosis,NO return
Intercapillary glomerulosclerosis,intercpailmary glomrgulosclerossi,NO return
Intercapillary glomerulosclerosis,interclpillard gmomerulyoosclerosis,NO return
Intercapillary glomerulosclerosis,intecrapiillary glmeurloscjerosis,NO return
Interferon gamma normal,intefzreron gama normhl,NO return
Intermittent explosive disorder,ienrmittent xelposive disordmer,NO return
International normalised ratio,internatinl normalshied ratko,NO return
International normalised ratio normal,inernationla nraomalised rtaio normavl,NO return
Interventricular septum rupture,interetricunlar setum rupure,NO return
Interventricular septum rupture,intervenvgticular setum rupkure,NO return
Interventricular septum rupture,nterventricjar eptum rkupture,NO return
Interventricular septum rupture,ierventricplar septxm ruptue,NO return
Interventricular septum rupture,intfrcenricular eptum ruptura,NO return
Intervertebral disc displacement,tintervereebral discn sdplacement,NO return
Intestinal perforation,iitiestinal perforailton,NO return
Intracranial haemangioma,inatcranial haeamngiomra,NO return
Intracranial pressure increased,intracranli pressuere incresei,NO return
Intraventricular haemorrhage,intravntricculal eaemrorhage,NO return
Intraventricular haemorrhage,mitraventriculr haemhorrage,NO return
Intraventricular haemorrhage,intravemnricujar haemorbhrage,NO return
Intraventricular haemorrhage,inrvenjricular haemrorage,NO return
Intraventricular haemorrhage,inbtravendriclar haemorrzaeg,NO return
Intraventricular haemorrhage neonatal,nqraventricuplar haemosrrhague neoantal,NO return
Intraventricular haemorrhage neonatal,intraavenrticulra hameorrhyage vneonatal,NO return
Intraventricular haemorrhage neonatal,fntraventzicnlar hnemorhage nemonatal,NO return
Intraventricular haemorrhage neonatal,intxavenbtrmcular haemorhragu neodatal,NO return
Intraventricular haemorrhage neonatal,intarvenricudlar haemoorahge nenoatal,NO return
Introital stretch,intrtoal sgretch,NO return
Intussusception,inutssupsceptino,NO return
Intussusception,nntuzsusecption,NO return
Intussusception,inttcussuysception,NO return
Intussusception,tnussuesception,NO return
Intussusception,sintususscption,NO return
Inulin renal clearance,inuln rneal clearcae,NO return
Iron deficiency,iro deficienyzc,NO return
Ischaemic hepatitis,ischaiec benatitis,NO return
Isoimmune haemolytic disease,ismomune hameoyltic disese,NO return
Job dissatisfaction,nob dnsastisaction,NO return
Job dissatisfaction,jb idissatisfoctioe,NO return
Job dissatisfaction,jbo dissaitsafcqion,NO return
Job dissatisfaction,djob dislsatisfactsino,NO return
Job dissatisfaction,jobz mtdixsatisfaction,NO return
Joint contracture,jointn contracuntre,NO return
Keratoacanthoma,ekratoacathoba,NO return
Keratoacanthoma,keratolacanthoax,NO return
Keratoacanthoma,keratoacothma,NO return
Keratoacanthoma,keraowacanthomm,NO return
Keratoacanthoma,keraaioacoanthoma,NO return
Keratoconjunctivitis measles,keartoconjunckivitij medsles,NO return
Keratoconjunctivitis measles,keraboconjunctviityis masles,NO return
Keratoconjunctivitis measles,kerntoconjnuctivimtis ameasles,NO return
Keratoconjunctivitis measles,keaoconhjunctivitis measels,NO return
Keratoconjunctivitis measles,skeratoocnjunctivitkis measlis,NO return
Keratomalacia,ehkratomalacia,NO return
Kwashiorkor,akshiorkor,NO return
Lactation puerperal increased,pqlactation puerpelr bnqreased,NO return
Laryngeal oedema,lrcayngeal oedemay,NO return
Laryngotracheal oedema,larnygotrksheal oqedema,NO return
Laryngotracheal oedema,larnygorachela oedemay,NO return
Laryngotracheal oedema,nlarynugotraceal oedemaa,NO return
Laryngotracheal oedema,ryngobracheal oedmea,NO return
Laryngotracheal oedema,larynegtoracehal oednema,NO return
Laryngotracheitis obstructive,lzrayngokracheitis oebsructive,NO return
Laryngotracheitis obstructive,lrayngotraceits obstruytivve,NO return
Laryngotracheitis obstructive,laryngotrajchieis boswtructive,NO return
Laryngotracheitis obstructive,larywngotracyhlitis obstrugtiev,NO return
Laryngotracheitis obstructive,layngotracheimts obtrutive,NO return
Lateral cutaneous nerve of thigh decompression,lyateral uaneous nevre of thgh decormession,NO return
Leukoencephalopathy,leukoencephjdoepathy,NO return
Leukoencephalopathy,lekuerncephalopathy,NO return
Leukoencephalopathy,lekuoencephalopadpy,NO return
Leukoencephalopathy,leukoecephalopabfhy,NO return
Leukoencephalopathy,leukotncekphalopathty,NO return
Leukoerythroblastosis,leuokegrythrbolsatosis,NO return
Leukoerythroblastosis,leukoerthfobasotsis,NO return
Leukoerythroblastosis,leukoeyrthjrobltsosis,NO return
Leukoerythroblastosis,leukoervythroblaqtsouis,NO return
Leukoerythroblastosis,leukoeythrolasntoskis,NO return
Lichenification,lichenifiacin,NO return
Lichenification,lchenfiation,NO return
Lichenification,lchenifiactcion,NO return
Lichenification,lpchcenifiation,NO return
Lichenification,licheificaptino,NO return
Lip discolouration,lih discolouratni,NO return
Lung adenocarcinoma,ung adenocrnacinoma,NO return
Lung carcinoma cell type unspecified recurrent,lnug arcbinoma cll typeh unsapecibfied recurrnoet,NO return
Lung carcinoma cell type unspecified stage II,lun cfalcinoma ell typ unspeciilfed tsage ii,NO return
Lymphadenopathy,lymephdenopath,NO return
Lymphadenopathy,lycmhadenoptahy,NO return
Lymphadenopathy,lypmhiadaenopathy,NO return
Lymphadenopathy,lympbdaenhopathy,NO return
Lymphadenopathy,ldmphadenpahy,NO return
Lymphadenopathy mediastinal,lyymphndenoapthy pdiastinal,NO return
