MRA_term,Modified_term,State
Cycloplegic refraction,cycopllgeic refratcoin,NO return
Cycloplegic refraction,cyclpolgqic refractow,NO return
Cyclothymic disorder,cytcootoymic dioryer,NO return
Cyclothymic disorder,ycclovthvymic disorrd,NO return
Cyclothymic disorder,cycolthic disorrsder,NO return
Cyclothymic disorder,ycctohymic dicsodrer,NO return
Cyclothymic disorder,cycolttlymic diysoder,NO return
Cylindruria,cyllidurria,NO return
Cylindruria,lcylindnuri,NO return
Cylindruria,cvjylincruria,NO return
Cylindruria,cylcinemdruria,NO return
Cylindruria,yclinydrria,NO return
Cystic fibrosis pancreatic,cysct fiblois panrceatc,NO return
Cystitis escherichia,ystktis scheiorchia,NO return
Cystitis escherichia,cystis eschrceihia,NO return
Cystitis escherichia,cygstitih sechekihia,NO return
Cystitis escherichia,cstiis secherciiha,NO return
Cystitis escherichia,ycswtitis eschtbrichuia,NO return
Cystitis haemorrhagic,ycstiits ahemogrrvagic,NO return
Cystitis haemorrhagic,cysxtitsi haemolrrwagci,NO return
Cystitis haemorrhagic,cyjutitis haemorhegci,NO return
Cystitis haemorrhagic,wystits heamprrrhagic,NO return
Cystitis haemorrhagic,clsstitis haomrrhgaic,NO return
Cystitis interstitial,cystiltie nitegrstitiaal,NO return
Cystitis interstitial,oysittis intersttiiba,NO return
Cystitis interstitial,cytites intwrsttia,NO return
Cystitis interstitial,cytits iwerstital,NO return
Cystitis interstitial,clystitsi nitettsitial,NO return
Cystitis pseudomonal,cytstiis wcpseudomonl,NO return
Cystitis pseudomonal,csittis pbseudmmozal,NO return
Cystitis pseudomonal,jystoitis pvsjudomzonal,NO return
Cystitis pseudomonal,cysiittis suomonal,NO return
Cystitis pseudomonal,cybswitis pseudomnzau,NO return
Cystitis ulcerative,sctitis eulkcerative,NO return
Cystogram normal,csytxogram norlm,NO return
Cytomegalovirus hepatitis,ygtomggalovius hfwepatitis,NO return
Cytomegalovirus hepatitis,cytomuegzalvirdus ehplatitis,NO return
Cytomegalovirus hepatitis,ctyomkgbalvoirus fhepatdtis,NO return
Cytomegalovirus hepatitis,cutommegvaovirus hpatitpis,NO return
Cytomegalovirus hepatitis,cytoemaovjrus hpatiti,NO return
Cytomegalovirus infection,cymtogaloviru nfedtion,NO return
Cytomegalovirus infection,yctoglovirus ifecution,NO return
Cytomegalovirus infection,cytogwloivrus inefctiog,NO return
Cytomegalovirus infection,cytomegixlsviru infaectioo,NO return
Cytomegalovirus infection,cytqmegaovijrts ginfectino,NO return
Cytomegalovirus mononucleosis,cytommgalovbrbkus monnucelossi,NO return
Cytomegalovirus mononucleosis,cytomegaoivur monnwucliosis,NO return
Cytomegalovirus mononucleosis,cytmngaloiurs omnoncleois,NO return
Cytomegalovirus mononucleosis,lcytomegalosvir mononuceleqsi,NO return
Cytomegalovirus mononucleosis,rytomgalsoviruy mtononucloss,NO return
Dacryoadenitis acquired,darvyoaednitsi caquird,NO return
Dacryoadenitis acquired,acrmyozdentis accquieed,NO return
Dacryoadenitis acquired,dacryodnetsi aquqired,NO return
Dacryoadenitis acquired,yacqryolaenitis acquirs,NO return
Dacryoadenitis acquired,dacrcoxdeimtis vacqured,NO return
Dacryocanaliculitis,dazyocanpliucltitis,NO return
Dacryocanaliculitis,abcryocaanliclubtis,NO return
Dacryocanaliculitis,dacryocnanlbaicutis,NO return
Dacryocanaliculitis,dcaryocafnalihucnitis,NO return
Dacryocanaliculitis,adcryoacnalicltais,NO return
Dacryocystitis,dcakyocytttis,NO return
Dacryocystitis,adcryclysttis,NO return
Dacryocystitis,dacryycsttsi,NO return
Dacryocystitis,eacyrcystitios,NO return
Dacryocystitis,dacwyyocysgttiis,NO return
Dacryocystorhinostomy,dcareyocystrhincstmoy,NO return
Dacryocystorhinostomy,dacryocstohinshtoly,NO return
Dacryocystorhinostomy,dacrylocstormhilnoscomy,NO return
Dacryocystorhinostomy,dtactryocystvorhinosty,NO return
Dacryocystorhinostomy,dcryocytorhniystommy,NO return
Dacryostenosis congenital,zdacyrostensss congnitla,NO return
Dacryostenosis congenital,yaceyostenis congentila,NO return
Dacryostenosis congenital,dacrysotenosihuis congenal,NO return
Dacryostenosis congenital,dacrbsoteeosi cogennital,NO return
Dacryostenosis congenital,wacrostedosii congleniatl,NO return
Dairy intolerance,diary itoherancye,NO return
Dairy intolerance,dariy inblerqance,NO return
Dairy intolerance,daidry inolerhce,NO return
Dairy intolerance,airy nitoleernace,NO return
Dairy intolerance,daiyr nitolerac,NO return
Deafness neurosensory,edfness neurlqsnsory,NO return
Deafness neurosensory,wefaness jeroensory,NO return
Deafness neurosensory,deafnse eruosensoy,NO return
Deafness neurosensory,deafens neruoscnsony,NO return
Deafness neurosensory,mefness neurojonesory,NO return
Deafness occupational,defnses occautionjl,NO return
Deafness occupational,deafnces occpquqtional,NO return
Deafness occupational,defanses ocutpional,NO return
Deafness occupational,defaneess jcukpational,NO return
Deafness occupational,debfenss oacupatnal,NO return
Decompression sickness,edcomzresksion sicknsep,NO return
Decompression sickness,decompersaon siknes,NO return
Decompression sickness,decopmrebssiot scknessr,NO return
Decompression sickness,delomession sicckneys,NO return
Decompression sickness,decompshion sicklesv,NO return
Decreased immune responsiveness,decleasred mmunek resnosivnss,NO return
Decreased immune responsiveness,decreeasd miune resuponsgvfenems,NO return
Decreased immune responsiveness,decdreasde mhmune rzqspornsiveneds,NO return
Decreased immune responsiveness,decmkased imume resphodsrvejness,NO return
Decreased immune responsiveness,decreyseu iimpmune rsexponsivnes,NO return
Defaecation urgency,yeefcation urgcny,NO return
Defaecation urgency,mfaecavion rugenky,NO return
Defaecation urgency,dfamecjation rgjncy,NO return
Defaecation urgency,defmaefcatio urengcy,NO return
Defaecation urgency,defaceajtiob uency,NO return
Defect conduction intraventricular,veefect conducitno inraevntrijulsar,NO return
Defect conduction intraventricular,efct cnoudction iqtrlventtricluar,NO return
Defect conduction intraventricular,deftec cpduction iutraventrjwculyr,NO return
Defect conduction intraventricular,dfetc sondution inrtaventhicuka,NO return
Defect conduction intraventricular,uefhct coniductin intcaveynticualr,NO return
Dehydration,wehwydratin,NO return
Dehydration,efytdration,NO return
Dehydration,dxydrtaion,NO return
Dehydration,edhdratiqon,NO return
Dehydration,ehypuration,NO return
Delayed recovery from anaesthesia,edlayde reovey nrom rnaestevia,NO return
Delayed recovery from anaesthesia,delacde regcvoery frzm azaesthesau,NO return
Delayed recovery from anaesthesia,layed reqcoery froh anestehsiap,NO return
Delayed recovery from anaesthesia,leayed reuoevry erom aneasmmthesia,NO return
Delayed recovery from anaesthesia,elayde recovurv form aneshteisa,NO return
Delinquency,mdlenquency,NO return
Delinquency,delinpeny,NO return
Delinquency,meilnqueny,NO return
Delinquency,derinqucey,NO return
Delinquency,decinquena,NO return
Delta-beta thalassaemia,deta ebta thaldsaezia,NO return
Delta-beta thalassaemia,dleta bqeta thalaxsnsaemina,NO return
Delta-beta thalassaemia,defta leta zhdalassaemfa,NO return
Delta-beta thalassaemia,detla bwta ahlaswaemia,NO return
Delta-beta thalassaemia,detla beat ghalazssaemai,NO return
Delusion of parasitosis,fdeluson of paraisois,NO return
Delusion of parasitosis,deljusxon of uarjsaitosis,NO return
Delusion of parasitosis,tdeluion of arasqitosfis,NO return
Delusion of parasitosis,deiulsion of pbarasitoissk,NO return
Delusion of parasitosis,edluson of mpaarsitozis,NO return
Delusion of replacement,dleusioxn of ryplagcemnt,NO return
Delusion of replacement,dexusionf of repklacuemenk,NO return
Delusion of replacement,deloursion of eqrplacaement,NO return
Delusion of replacement,dglusino of replctemet,NO return
Delusion of replacement,dluson of reppaemnet,NO return
"Delusional disorder, jealous type",deulsionla disrdqer jealumos tyep,NO return
"Delusional disorder, mixed type",dleulsional itdsorder mixe tpe,NO return
"Delusional disorder, unspecified type",dluisonal disrlder unskpjcifigd tlype,NO return
"Delusional disorder, unspecified type",delsuionl dsiorer unsphehwified typ,NO return
"Delusional disorder, unspecified type",delusaonjal diosrdre nspecied ytpe,NO return
"Delusional disorder, unspecified type",delusoanl odisorzder unspeciiffde typk,NO return
"Delusional disorder, unspecified type",dfeluional visoredr nspefied tpye,NO return
Dementia Alzheimer's type,edmeltia lozheime's etype,NO return
Dementia Alzheimer's type,dementcpia alzehie'rs ttype,NO return
Dementia Alzheimer's type,deanetia yclzheiemr's tyep,NO return
Dementia Alzheimer's type,demennti alzehim'rs ytpe,NO return
Dementia Alzheimer's type,demena ailzheeir's ytpe,NO return
"Dementia of the Alzheimer's type, uncomplicated",dfmenita of trhe falheier's tyve xscfmplicated,NO return
"Dementia of the Alzheimer's type, uncomplicated",dqementai of hte alphedtmer's tpe nuoomplcated,NO return
"Dementia of the Alzheimer's type, uncomplicated",detenkia of thh alzhmeierv's tpye nuecomplicaoed,NO return
"Dementia of the Alzheimer's type, uncomplicated",dmeetnia of tie ahlhzeier's tpye ktcomplicted,NO return
"Dementia of the Alzheimer's type, uncomplicated",deemnita of hte azdhimer's tpe uncomplsilcatec,NO return
"Dementia of the Alzheimer's type, with delirium",dmentik of he alnxzheimqer's htype ith tdelbrium,NO return
"Dementia of the Alzheimer's type, with delirium",dmenhia of te alzhefervs thype wjth edliruim,NO return
"Dementia of the Alzheimer's type, with delirium",demeniav of th alzhepiuerc's typ iwth delirui,NO return
"Dementia of the Alzheimer's type, with delirium",demaeantia of hte alzhjimcers ype wit delirgu,NO return
"Dementia of the Alzheimer's type, with delirium",dehmenita of bthe nldzheimervs tye wth deliiruqm,NO return
"Dementia of the Alzheimer's type, with delusions",demientai of kthe alzhmveier's tpe ith delusseions,NO return
"Dementia of the Alzheimer's type, with delusions",demwenutia of te alzeizmers tyep wieh deluslos,NO return
"Dementia of the Alzheimer's type, with delusions",dementlua of thr lelzheiemr's typ wiht delusxon,NO return
"Dementia of the Alzheimer's type, with delusions",demeaqntia of thye azherer's tygpe ith dveusions,NO return
"Dementia of the Alzheimer's type, with delusions",dkmeentia of teh qalwheimers' xtype wtith deulions,NO return
"Dementia of the Alzheimer's type, with depressed mood",edmentai of she alkhzeimr's typea wiht dewpresesd moo,NO return
"Dementia of the Alzheimer's type, with depressed mood",dmentai of teh lazhyiver's typel wigth depregksed mouod,NO return
"Dementia of the Alzheimer's type, with depressed mood",demfnti of thfe alzvceimher's typk wtih dvpgressed mofd,NO return
"Dementia of the Alzheimer's type, with depressed mood",ddentia of teh azheimewrs typu wih depresesyd rmood,NO return
"Dementia of the Alzheimer's type, with depressed mood",doementai of then alzeimrecs tjype wtih degpresse moyod,NO return
Demyelination,edmyelindtio,NO return
Demyelination,tdemyeyinatiou,NO return
Demyelination,deyeilnaion,NO return
Demyelination,deemefelination,NO return
Demyelination,dmeyleinaetion,NO return
Dental necrosis,esdntal necroisc,NO return
Dentofacial anomaly,deutofaica anoomalb,NO return
Dentofacial anomaly,udeptnofacial anoaml,NO return
Dentofacial anomaly,denofacgila anoimly,NO return
Dentofacial anomaly,dqesntofyacial aojaly,NO return
Dentofacial anomaly,denntofacxl anvamly,NO return
Dependent personality disorder,dupenednt prsrnalitx disrode,NO return
Dependent personality disorder,cdnependent perfsonawty dsisorfder,NO return
Dependent personality disorder,denpnedent presnalvty diiszorder,NO return
Dependent personality disorder,depedjnt pehrsenaligty disvorser,NO return
Dependent personality disorder,dependun ersgality daisroder,NO return
Depressed level of consciousness,deprressep levgl of cosjciousnesu,NO return
Depressed level of consciousness,wepresaed leevl of consbciusnesos,NO return
Depressed level of consciousness,deprsseg mlevel of conscimusensu,NO return
Depressed level of consciousness,degerssed levyl of consciousenpszs,NO return
Depressed level of consciousness,dperssed levul of eonscioness,NO return
Depression postoperative,depressiewn psdoperativne,NO return
Depression postoperative,depresmin posopraetive,NO return
Depression postoperative,dcepressoin opsitoperativde,NO return
Depression postoperative,dexresison posmtopertve,NO return
Depression postoperative,deprsejion postopecrtytive,NO return
Derealisation,dervllisatiln,NO return
Derealisation,deeaisatio,NO return
Derealisation,derealicsaztioy,NO return
Derealisation,derellisaptoin,NO return
Derealisation,derealisatqoqnb,NO return
Dermabrasion,dermbarnasionk,NO return
Dermabrasion,dermabrsoinj,NO return
Dermabrasion,dermabdrtion,NO return
Dermabrasion,derbmaraion,NO return
Dermabrasion,dehrmbdbrasion,NO return
Dermatitis acneiform,dertmitis acnewiorm,NO return
Dermatitis diaper,demkratitis iapre,NO return
Dermatitis exfoliative,dersatittis exolaitiv,NO return
Dermatitis exfoliative,dermhatltis ezxfoliaivp,NO return
Dermatitis exfoliative,demratiits xefolitivt,NO return
Dermatitis exfoliative,dermatliktis evfloaitive,NO return
Dermatitis exfoliative,dermatitsa exfloiatigeu,NO return
Dermatitis exfoliative generalised,dermiatitisu uxfoliaotie genegrailse,NO return
Dermatitis exfoliative generalised,demrtitis exfolaaeve geenrapliesd,NO return
Dermatitis exfoliative generalised,dexratitis efolaive lenealisezd,NO return
Dermatitis exfoliative generalised,deratiits fxoliativ egnebraliesd,NO return
Dermatitis exfoliative generalised,adermatktis xoflitaive vgneralied,NO return
Dermatitis herpetiformis,jermatitiw herptifromix,NO return
Dermatitis herpetiformis,dermatikks hervcetiforims,NO return
Dermatitis herpetiformis,derjmatjitis herpeitromis,NO return
Dermatitis herpetiformis,dreamtitis kherpebiformid,NO return
Dermatitis herpetiformis,dermtaitiz ehrpetiofmris,NO return
Dermatochalasis,ertochaalsis,NO return
Dermatochalasis,edrmtochalsabis,NO return
Dermatochalasis,dmermatocahlias,NO return
Dermatochalasis,detlmatochdalsis,NO return
Dermatochalasis,deruatohcaylasii,NO return
Dermatomyositis,edrmatomysrvis,NO return
Dermatomyositis,deratomosii,NO return
Dermatomyositis,derfmatoiyostiss,NO return
Dermatomyositis,dermatsyotstis,NO return
Dermatomyositis,bdermtomnostis,NO return
Dermatophytosis,edrmatofphtosi,NO return
Dermatophytosis,dermhatophyptoik,NO return
Dermatophytosis,drmatopyhtolsisg,NO return
Dermatophytosis,dematpyhtbosis,NO return
Dermatophytosis,demartopyosis,NO return
Dermatophytosis of nail,wcrmatophytoski of qail,NO return
Dermatophytosis of nail,ermaophyetysis of nial,NO return
Dermatophytosis of nail,bemraophytoss of nial,NO return
Dermatophytosis of nail,deormatopyhogsis of nial,NO return
Dermatophytosis of nail,drmhtophytsoi of nailr,NO return
Detrusor sphincter dyssynergia,deqrussor sphintcir dsyynersia,NO return
Detrusor sphincter dyssynergia,detruswo spphnicter dysysnerg,NO return
Detrusor sphincter dyssynergia,etrsuor shpncter dsyslnegria,NO return
Detrusor sphincter dyssynergia,derufsor smhincer dyssyotnregia,NO return
Detrusor sphincter dyssynergia,etrusoi sffincter dyssynkbrgai,NO return
Developmental coordination disorder,deaelpoxmental ctzoordiantion disoirdefr,NO return
Developmental coordination disorder,edvebopmetal coordiaiotn disoedr,NO return
Developmental coordination disorder,developmmexnta cooyrdianion dsroder,NO return
Developmental coordination disorder,develompcentla coorbdiniton disordalr,NO return
Developmental coordination disorder,deevjlopsmental coordintsio disodxer,NO return
Developmental delay,vmelopmental dfelay,NO return
Developmental delay,deelopmseptal dulay,NO return
Developmental delay,devedaopmntal decay,NO return
Developmental delay,developmeenstoal edlay,NO return
Developmental delay,drvelpmerntal edlay,NO return
Developmental glaucoma,devleopzmbntal bglacoma,NO return
Developmental glaucoma,dvelopmnegtal gnlaucjoma,NO return
Developmental glaucoma,dhevzlocpmental lgauocma,NO return
Developmental glaucoma,deevenpmental galucomya,NO return
Developmental glaucoma,developjmxtnal glucoam,NO return
Device interaction,devid interacoh,NO return
Device interaction,edvmice intekacotn,NO return
Device interaction,deic iniractiou,NO return
Device interaction,adevce niteratcian,NO return
Device interaction,dtevpce nitreation,NO return
Dextrocardia,dextorcyaredia,NO return
Dextrocardia,dexeoracrdia,NO return
Dextrocardia,dexwrordia,NO return
Dextrocardia,dextocrardta,NO return
Dextrocardia,ddexorcardia,NO return
Diabetes complicating pregnancy,diaretea comfpictaing prgnacy,NO return
Diabetes complicating pregnancy,dsiabeqes copmlicavtin rpegancy,NO return
Diabetes complicating pregnancy,diaebues cumplicaqtng pregnspncy,NO return
Diabetes complicating pregnancy,diabee camplicatir pregnanybc,NO return
Diabetes complicating pregnancy,diabtps yompwicatini prenanmcy,NO return
Diabetes with hyperosmolarity,dabees wiith hyprosomlriyt,NO return
Diabetes with hyperosmolarity,iabeteps bith hypyerosmmolfxarity,NO return
Diabetes with hyperosmolarity,diabeteim wtith hyprosoklarkity,NO return
